surface,method,noise,progress
g-xTB,CS²-GAD,0.2,92.0
g-xTB,CS²-GAD,0.2,92.0
g-xTB,CS²-GAD,0.2,94.0
g-xTB,CS²-GAD,0.2,96.0
g-xTB,CS²-GAD,0.2,108.0
g-xTB,CS²-GAD,0.2,116.0
g-xTB,CS²-GAD,0.2,118.0
g-xTB,CS²-GAD,0.2,122.0
g-xTB,CS²-GAD,0.2,136.0
g-xTB,CS²-GAD,0.2,140.0
g-xTB,CS²-GAD,0.2,153.0
g-xTB,CS²-GAD,0.2,154.0
g-xTB,CS²-GAD,0.2,184.0
g-xTB,CS²-GAD,0.2,195.0
g-xTB,CS²-GAD,0.5,32.0
g-xTB,CS²-GAD,0.5,37.0
g-xTB,CS²-GAD,0.5,39.0
g-xTB,CS²-GAD,0.5,39.0
g-xTB,CS²-GAD,0.5,42.0
g-xTB,CS²-GAD,0.5,43.0
g-xTB,CS²-GAD,0.5,44.0
g-xTB,CS²-GAD,0.5,46.0
g-xTB,CS²-GAD,0.5,46.0
g-xTB,CS²-GAD,0.5,47.0
g-xTB,CS²-GAD,0.5,48.0
g-xTB,CS²-GAD,0.5,48.0
g-xTB,CS²-GAD,0.5,49.0
g-xTB,CS²-GAD,0.5,49.0
g-xTB,CS²-GAD,0.5,49.0
g-xTB,CS²-GAD,0.5,50.0
g-xTB,CS²-GAD,0.5,51.0
g-xTB,CS²-GAD,0.5,51.0
g-xTB,CS²-GAD,0.5,51.0
g-xTB,CS²-GAD,0.5,52.0
g-xTB,CS²-GAD,0.5,52.0
g-xTB,CS²-GAD,0.5,52.0
g-xTB,CS²-GAD,0.5,54.0
g-xTB,CS²-GAD,0.5,54.0
g-xTB,CS²-GAD,0.5,54.0
g-xTB,CS²-GAD,0.5,54.0
g-xTB,CS²-GAD,0.5,55.0
g-xTB,CS²-GAD,0.5,55.0
g-xTB,CS²-GAD,0.5,55.0
g-xTB,CS²-GAD,0.5,55.0
g-xTB,CS²-GAD,0.5,55.0
g-xTB,CS²-GAD,0.5,56.0
g-xTB,CS²-GAD,0.5,56.0
g-xTB,CS²-GAD,0.5,56.0
g-xTB,CS²-GAD,0.5,56.0
g-xTB,CS²-GAD,0.5,56.0
g-xTB,CS²-GAD,0.5,56.0
g-xTB,CS²-GAD,0.5,57.0
g-xTB,CS²-GAD,0.5,57.0
g-xTB,CS²-GAD,0.5,57.0
g-xTB,CS²-GAD,0.5,58.0
g-xTB,CS²-GAD,0.5,58.0
g-xTB,CS²-GAD,0.5,58.0
g-xTB,CS²-GAD,0.5,58.0
g-xTB,CS²-GAD,0.5,58.0
g-xTB,CS²-GAD,0.5,58.0
g-xTB,CS²-GAD,0.5,59.0
g-xTB,CS²-GAD,0.5,59.0
g-xTB,CS²-GAD,0.5,59.0
g-xTB,CS²-GAD,0.5,59.0
g-xTB,CS²-GAD,0.5,59.0
g-xTB,CS²-GAD,0.5,59.0
g-xTB,CS²-GAD,0.5,60.0
g-xTB,CS²-GAD,0.5,60.0
g-xTB,CS²-GAD,0.5,60.0
g-xTB,CS²-GAD,0.5,60.0
g-xTB,CS²-GAD,0.5,61.0
g-xTB,CS²-GAD,0.5,61.0
g-xTB,CS²-GAD,0.5,61.0
g-xTB,CS²-GAD,0.5,61.0
g-xTB,CS²-GAD,0.5,62.0
g-xTB,CS²-GAD,0.5,62.0
g-xTB,CS²-GAD,0.5,62.0
g-xTB,CS²-GAD,0.5,63.0
g-xTB,CS²-GAD,0.5,63.0
g-xTB,CS²-GAD,0.5,64.0
g-xTB,CS²-GAD,0.5,64.0
g-xTB,CS²-GAD,0.5,65.0
g-xTB,CS²-GAD,0.5,65.0
g-xTB,CS²-GAD,0.5,66.0
g-xTB,CS²-GAD,0.5,66.0
g-xTB,CS²-GAD,0.5,66.0
g-xTB,CS²-GAD,0.5,67.0
g-xTB,CS²-GAD,0.5,67.0
g-xTB,CS²-GAD,0.5,67.0
g-xTB,CS²-GAD,0.5,67.0
g-xTB,CS²-GAD,0.5,68.0
g-xTB,CS²-GAD,0.5,68.0
g-xTB,CS²-GAD,0.5,68.0
g-xTB,CS²-GAD,0.5,68.0
g-xTB,CS²-GAD,0.5,68.0
g-xTB,CS²-GAD,0.5,68.0
g-xTB,CS²-GAD,0.5,69.0
g-xTB,CS²-GAD,0.5,69.0
g-xTB,CS²-GAD,0.5,69.0
g-xTB,CS²-GAD,0.5,69.0
g-xTB,CS²-GAD,0.5,69.0
g-xTB,CS²-GAD,0.5,69.0
g-xTB,CS²-GAD,0.5,70.0
g-xTB,CS²-GAD,0.5,70.0
g-xTB,CS²-GAD,0.5,70.0
g-xTB,CS²-GAD,0.5,70.0
g-xTB,CS²-GAD,0.5,71.0
g-xTB,CS²-GAD,0.5,72.0
g-xTB,CS²-GAD,0.5,72.0
g-xTB,CS²-GAD,0.5,72.0
g-xTB,CS²-GAD,0.5,72.0
g-xTB,CS²-GAD,0.5,72.0
g-xTB,CS²-GAD,0.5,73.0
g-xTB,CS²-GAD,0.5,73.0
g-xTB,CS²-GAD,0.5,73.0
g-xTB,CS²-GAD,0.5,74.0
g-xTB,CS²-GAD,0.5,74.0
g-xTB,CS²-GAD,0.5,74.0
g-xTB,CS²-GAD,0.5,75.0
g-xTB,CS²-GAD,0.5,75.0
g-xTB,CS²-GAD,0.5,75.0
g-xTB,CS²-GAD,0.5,75.0
g-xTB,CS²-GAD,0.5,75.0
g-xTB,CS²-GAD,0.5,76.0
g-xTB,CS²-GAD,0.5,76.0
g-xTB,CS²-GAD,0.5,77.0
g-xTB,CS²-GAD,0.5,77.0
g-xTB,CS²-GAD,0.5,77.0
g-xTB,CS²-GAD,0.5,77.0
g-xTB,CS²-GAD,0.5,77.0
g-xTB,CS²-GAD,0.5,78.0
g-xTB,CS²-GAD,0.5,78.0
g-xTB,CS²-GAD,0.5,78.0
g-xTB,CS²-GAD,0.5,79.0
g-xTB,CS²-GAD,0.5,79.0
g-xTB,CS²-GAD,0.5,80.0
g-xTB,CS²-GAD,0.5,80.0
g-xTB,CS²-GAD,0.5,80.0
g-xTB,CS²-GAD,0.5,80.0
g-xTB,CS²-GAD,0.5,81.0
g-xTB,CS²-GAD,0.5,81.0
g-xTB,CS²-GAD,0.5,81.0
g-xTB,CS²-GAD,0.5,82.0
g-xTB,CS²-GAD,0.5,82.0
g-xTB,CS²-GAD,0.5,82.0
g-xTB,CS²-GAD,0.5,82.0
g-xTB,CS²-GAD,0.5,82.0
g-xTB,CS²-GAD,0.5,82.0
g-xTB,CS²-GAD,0.5,83.0
g-xTB,CS²-GAD,0.5,84.0
g-xTB,CS²-GAD,0.5,84.0
g-xTB,CS²-GAD,0.5,84.0
g-xTB,CS²-GAD,0.5,84.0
g-xTB,CS²-GAD,0.5,85.0
g-xTB,CS²-GAD,0.5,85.0
g-xTB,CS²-GAD,0.5,85.0
g-xTB,CS²-GAD,0.5,85.0
g-xTB,CS²-GAD,0.5,86.0
g-xTB,CS²-GAD,0.5,86.0
g-xTB,CS²-GAD,0.5,86.0
g-xTB,CS²-GAD,0.5,87.0
g-xTB,CS²-GAD,0.5,87.0
g-xTB,CS²-GAD,0.5,90.0
g-xTB,CS²-GAD,0.5,90.0
g-xTB,CS²-GAD,0.5,90.0
g-xTB,CS²-GAD,0.5,91.0
g-xTB,CS²-GAD,0.5,91.0
g-xTB,CS²-GAD,0.5,92.0
g-xTB,CS²-GAD,0.5,92.0
g-xTB,CS²-GAD,0.5,93.0
g-xTB,CS²-GAD,0.5,93.0
g-xTB,CS²-GAD,0.5,94.0
g-xTB,CS²-GAD,0.5,94.0
g-xTB,CS²-GAD,0.5,94.0
g-xTB,CS²-GAD,0.5,94.0
g-xTB,CS²-GAD,0.5,95.0
g-xTB,CS²-GAD,0.5,96.0
g-xTB,CS²-GAD,0.5,96.0
g-xTB,CS²-GAD,0.5,96.0
g-xTB,CS²-GAD,0.5,96.0
g-xTB,CS²-GAD,0.5,97.0
g-xTB,CS²-GAD,0.5,97.0
g-xTB,CS²-GAD,0.5,97.0
g-xTB,CS²-GAD,0.5,97.0
g-xTB,CS²-GAD,0.5,97.0
g-xTB,CS²-GAD,0.5,98.0
g-xTB,CS²-GAD,0.5,99.0
g-xTB,CS²-GAD,0.5,99.0
g-xTB,CS²-GAD,0.5,102.0
g-xTB,CS²-GAD,0.5,104.0
g-xTB,CS²-GAD,0.5,105.0
g-xTB,CS²-GAD,0.5,106.0
g-xTB,CS²-GAD,0.5,107.0
g-xTB,CS²-GAD,0.5,108.0
g-xTB,CS²-GAD,0.5,109.0
g-xTB,CS²-GAD,0.5,110.0
g-xTB,CS²-GAD,0.5,111.0
g-xTB,CS²-GAD,0.5,111.0
g-xTB,CS²-GAD,0.5,112.0
g-xTB,CS²-GAD,0.5,112.0
g-xTB,CS²-GAD,0.5,114.0
g-xTB,CS²-GAD,0.5,114.0
g-xTB,CS²-GAD,0.5,115.0
g-xTB,CS²-GAD,0.5,115.0
g-xTB,CS²-GAD,0.5,116.0
g-xTB,CS²-GAD,0.5,119.0
g-xTB,CS²-GAD,0.5,120.0
g-xTB,CS²-GAD,0.5,121.0
g-xTB,CS²-GAD,0.5,124.0
g-xTB,CS²-GAD,0.5,124.0
g-xTB,CS²-GAD,0.5,126.0
g-xTB,CS²-GAD,0.5,127.0
g-xTB,CS²-GAD,0.5,129.0
g-xTB,CS²-GAD,0.5,134.0
g-xTB,CS²-GAD,0.5,137.0
g-xTB,CS²-GAD,0.5,139.0
g-xTB,CS²-GAD,0.5,148.0
g-xTB,CS²-GAD,0.5,151.0
g-xTB,CS²-GAD,0.5,155.0
g-xTB,CS²-GAD,0.5,159.0
g-xTB,CS²-GAD,0.5,162.0
g-xTB,CS²-GAD,0.5,167.0
g-xTB,CS²-GAD,0.5,171.0
g-xTB,CS²-GAD,0.5,171.0
g-xTB,CS²-GAD,0.5,172.0
g-xTB,CS²-GAD,0.5,178.0
g-xTB,CS²-GAD,0.5,199.0
g-xTB,CS²-GAD,0.5,205.0
g-xTB,CS²-GAD,0.5,225.0
g-xTB,CS²-GAD,0.5,236.0
g-xTB,CS²-GAD,0.5,251.0
g-xTB,CS²-GAD,0.5,351.0
g-xTB,CS²-GAD,0.5,489.0
g-xTB,CS²-GAD,0.5,498.0
g-xTB,CS²-GAD,0.5,1454.0
g-xTB,CS²-GAD,1.0,53.0
g-xTB,CS²-GAD,1.0,54.0
g-xTB,CS²-GAD,1.0,56.0
g-xTB,CS²-GAD,1.0,57.0
g-xTB,CS²-GAD,1.0,57.0
g-xTB,CS²-GAD,1.0,59.0
g-xTB,CS²-GAD,1.0,63.0
g-xTB,CS²-GAD,1.0,67.0
g-xTB,CS²-GAD,1.0,68.0
g-xTB,CS²-GAD,1.0,68.0
g-xTB,CS²-GAD,1.0,69.0
g-xTB,CS²-GAD,1.0,70.0
g-xTB,CS²-GAD,1.0,72.0
g-xTB,CS²-GAD,1.0,75.0
g-xTB,CS²-GAD,1.0,75.0
g-xTB,CS²-GAD,1.0,76.0
g-xTB,CS²-GAD,1.0,77.0
g-xTB,CS²-GAD,1.0,78.0
g-xTB,CS²-GAD,1.0,81.0
g-xTB,CS²-GAD,1.0,81.0
g-xTB,CS²-GAD,1.0,83.0
g-xTB,CS²-GAD,1.0,83.0
g-xTB,CS²-GAD,1.0,83.0
g-xTB,CS²-GAD,1.0,84.0
g-xTB,CS²-GAD,1.0,85.0
g-xTB,CS²-GAD,1.0,85.0
g-xTB,CS²-GAD,1.0,87.0
g-xTB,CS²-GAD,1.0,87.0
g-xTB,CS²-GAD,1.0,88.0
g-xTB,CS²-GAD,1.0,89.0
g-xTB,CS²-GAD,1.0,90.0
g-xTB,CS²-GAD,1.0,90.0
g-xTB,CS²-GAD,1.0,91.0
g-xTB,CS²-GAD,1.0,93.0
g-xTB,CS²-GAD,1.0,93.0
g-xTB,CS²-GAD,1.0,94.0
g-xTB,CS²-GAD,1.0,94.0
g-xTB,CS²-GAD,1.0,95.0
g-xTB,CS²-GAD,1.0,95.0
g-xTB,CS²-GAD,1.0,97.0
g-xTB,CS²-GAD,1.0,99.0
g-xTB,CS²-GAD,1.0,100.0
g-xTB,CS²-GAD,1.0,101.0
g-xTB,CS²-GAD,1.0,102.0
g-xTB,CS²-GAD,1.0,102.0
g-xTB,CS²-GAD,1.0,102.0
g-xTB,CS²-GAD,1.0,103.0
g-xTB,CS²-GAD,1.0,104.0
g-xTB,CS²-GAD,1.0,105.0
g-xTB,CS²-GAD,1.0,106.0
g-xTB,CS²-GAD,1.0,108.0
g-xTB,CS²-GAD,1.0,108.0
g-xTB,CS²-GAD,1.0,108.0
g-xTB,CS²-GAD,1.0,109.0
g-xTB,CS²-GAD,1.0,111.0
g-xTB,CS²-GAD,1.0,116.0
g-xTB,CS²-GAD,1.0,118.0
g-xTB,CS²-GAD,1.0,119.0
g-xTB,CS²-GAD,1.0,120.0
g-xTB,CS²-GAD,1.0,121.0
g-xTB,CS²-GAD,1.0,121.0
g-xTB,CS²-GAD,1.0,121.0
g-xTB,CS²-GAD,1.0,122.0
g-xTB,CS²-GAD,1.0,124.0
g-xTB,CS²-GAD,1.0,126.0
g-xTB,CS²-GAD,1.0,128.0
g-xTB,CS²-GAD,1.0,128.0
g-xTB,CS²-GAD,1.0,130.0
g-xTB,CS²-GAD,1.0,134.0
g-xTB,CS²-GAD,1.0,137.0
g-xTB,CS²-GAD,1.0,137.0
g-xTB,CS²-GAD,1.0,144.0
g-xTB,CS²-GAD,1.0,147.0
g-xTB,CS²-GAD,1.0,158.0
g-xTB,CS²-GAD,1.0,160.0
g-xTB,CS²-GAD,1.0,160.0
g-xTB,CS²-GAD,1.0,163.0
g-xTB,CS²-GAD,1.0,170.0
g-xTB,CS²-GAD,1.0,170.0
g-xTB,CS²-GAD,1.0,173.0
g-xTB,CS²-GAD,1.0,177.0
g-xTB,CS²-GAD,1.0,177.0
g-xTB,CS²-GAD,1.0,178.0
g-xTB,CS²-GAD,1.0,183.0
g-xTB,CS²-GAD,1.0,185.0
g-xTB,CS²-GAD,1.0,219.0
g-xTB,CS²-GAD,1.0,322.0
g-xTB,CS²-GAD,1.0,377.0
g-xTB,CS²-GAD,1.0,767.0
g-xTB,CS²-GAD,1.0,1459.0
g-xTB,CS²-GAD,2.0,127.0
g-xTB,CS²-GAD,2.0,167.0
g-xTB,CS²-GAD,2.0,172.0
g-xTB,Competitive GAD,0.1,8.0
g-xTB,Competitive GAD,0.1,8.0
g-xTB,Competitive GAD,0.1,9.0
g-xTB,Competitive GAD,0.1,9.0
g-xTB,Competitive GAD,0.1,9.0
g-xTB,Competitive GAD,0.1,9.0
g-xTB,Competitive GAD,0.1,9.0
g-xTB,Competitive GAD,0.1,9.0
g-xTB,Competitive GAD,0.1,9.0
g-xTB,Competitive GAD,0.1,9.0
g-xTB,Competitive GAD,0.1,9.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,10.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,11.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,12.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,13.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,14.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,15.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,16.0
g-xTB,Competitive GAD,0.1,17.0
g-xTB,Competitive GAD,0.1,17.0
g-xTB,Competitive GAD,0.1,17.0
g-xTB,Competitive GAD,0.1,17.0
g-xTB,Competitive GAD,0.1,17.0
g-xTB,Competitive GAD,0.1,17.0
g-xTB,Competitive GAD,0.1,17.0
g-xTB,Competitive GAD,0.1,17.0
g-xTB,Competitive GAD,0.1,17.0
g-xTB,Competitive GAD,0.1,17.0
g-xTB,Competitive GAD,0.1,18.0
g-xTB,Competitive GAD,0.1,18.0
g-xTB,Competitive GAD,0.1,18.0
g-xTB,Competitive GAD,0.1,18.0
g-xTB,Competitive GAD,0.1,18.0
g-xTB,Competitive GAD,0.1,18.0
g-xTB,Competitive GAD,0.1,18.0
g-xTB,Competitive GAD,0.1,18.0
g-xTB,Competitive GAD,0.1,18.0
g-xTB,Competitive GAD,0.1,18.0
g-xTB,Competitive GAD,0.1,19.0
g-xTB,Competitive GAD,0.1,19.0
g-xTB,Competitive GAD,0.1,19.0
g-xTB,Competitive GAD,0.1,19.0
g-xTB,Competitive GAD,0.1,20.0
g-xTB,Competitive GAD,0.1,21.0
g-xTB,Competitive GAD,0.1,21.0
g-xTB,Competitive GAD,0.1,21.0
g-xTB,Competitive GAD,0.1,21.0
g-xTB,Competitive GAD,0.1,21.0
g-xTB,Competitive GAD,0.1,22.0
g-xTB,Competitive GAD,0.1,22.0
g-xTB,Competitive GAD,0.1,22.0
g-xTB,Competitive GAD,0.1,25.0
g-xTB,Competitive GAD,0.1,26.0
g-xTB,Competitive GAD,0.1,26.0
g-xTB,Competitive GAD,0.1,27.0
g-xTB,Competitive GAD,0.1,29.0
g-xTB,Competitive GAD,0.1,29.0
g-xTB,Competitive GAD,0.1,30.0
g-xTB,Competitive GAD,0.1,31.0
g-xTB,Competitive GAD,0.1,31.0
g-xTB,Competitive GAD,0.1,32.0
g-xTB,Competitive GAD,0.1,32.0
g-xTB,Competitive GAD,0.1,33.0
g-xTB,Competitive GAD,0.1,39.0
g-xTB,Competitive GAD,0.1,39.0
g-xTB,Competitive GAD,0.1,42.0
g-xTB,Competitive GAD,0.1,46.0
g-xTB,Competitive GAD,0.1,48.0
g-xTB,Competitive GAD,0.1,54.0
g-xTB,Competitive GAD,0.1,58.0
g-xTB,Competitive GAD,0.1,58.0
g-xTB,Competitive GAD,0.1,63.0
g-xTB,Competitive GAD,0.1,65.0
g-xTB,Competitive GAD,0.1,67.0
g-xTB,Competitive GAD,0.1,83.0
g-xTB,Competitive GAD,0.2,13.0
g-xTB,Competitive GAD,0.2,15.0
g-xTB,Competitive GAD,0.2,15.0
g-xTB,Competitive GAD,0.2,15.0
g-xTB,Competitive GAD,0.2,16.0
g-xTB,Competitive GAD,0.2,16.0
g-xTB,Competitive GAD,0.2,16.0
g-xTB,Competitive GAD,0.2,16.0
g-xTB,Competitive GAD,0.2,17.0
g-xTB,Competitive GAD,0.2,17.0
g-xTB,Competitive GAD,0.2,17.0
g-xTB,Competitive GAD,0.2,17.0
g-xTB,Competitive GAD,0.2,17.0
g-xTB,Competitive GAD,0.2,18.0
g-xTB,Competitive GAD,0.2,18.0
g-xTB,Competitive GAD,0.2,18.0
g-xTB,Competitive GAD,0.2,18.0
g-xTB,Competitive GAD,0.2,18.0
g-xTB,Competitive GAD,0.2,18.0
g-xTB,Competitive GAD,0.2,19.0
g-xTB,Competitive GAD,0.2,19.0
g-xTB,Competitive GAD,0.2,19.0
g-xTB,Competitive GAD,0.2,19.0
g-xTB,Competitive GAD,0.2,19.0
g-xTB,Competitive GAD,0.2,20.0
g-xTB,Competitive GAD,0.2,20.0
g-xTB,Competitive GAD,0.2,20.0
g-xTB,Competitive GAD,0.2,20.0
g-xTB,Competitive GAD,0.2,20.0
g-xTB,Competitive GAD,0.2,20.0
g-xTB,Competitive GAD,0.2,20.0
g-xTB,Competitive GAD,0.2,20.0
g-xTB,Competitive GAD,0.2,20.0
g-xTB,Competitive GAD,0.2,20.0
g-xTB,Competitive GAD,0.2,20.0
g-xTB,Competitive GAD,0.2,20.0
g-xTB,Competitive GAD,0.2,21.0
g-xTB,Competitive GAD,0.2,21.0
g-xTB,Competitive GAD,0.2,21.0
g-xTB,Competitive GAD,0.2,21.0
g-xTB,Competitive GAD,0.2,21.0
g-xTB,Competitive GAD,0.2,21.0
g-xTB,Competitive GAD,0.2,21.0
